task_name,task_checksum,harnesses_tried,attempts,graded_attempts,successful_attempts,best_accuracy_rate,accuracy_winner_harnesses,accuracy_winner_samples,solved_by_harnesses,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job
instance_nodebb__nodebb-f1a80d48cc45877fcbadf34c2345dd9709722c7f-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,69a8bf9b4a1a6bf46752d9959c6f962b3a06dc3752b02cdb5923a93a1d3975d0,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,3589449,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,3.1481,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,643.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_nodebb__nodebb-f2082d7de85eb62a70819f4f3396dd85626a0c0a-vd59a5728dfc977f44533186ace531248c2917516,8c31be0e512f433170fda97f2c1b8b2ed3f34b8ba9d7be93c7a1ecfdf521d728,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/2,claude-code,6379752,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,5.7694,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,937.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_nodebb__nodebb-f48ed3658aab7be0f1165d4c1f89af48d7865189-v0495b863a912fbff5749c67e860612b91825407c,2bd5f353068ffd5ccf75b168d80e5351758ac3dad7684b76081fe9a81bd1670d,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1914890,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,1.0705,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,283.1,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_nodebb__nodebb-f9ce92df988db7c1ae55d9ef96d247d27478bc70-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,78a6ff82934ce03de06e711f423396d5c4fb0f411937718a2023cd403eddb260,claude-code; mini-swe-agent; mini-swe-agent-pypi,4,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/2; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1625225,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.2944,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,329.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-01b519cd49e6a24d9a05d2eb97f54e420740072e,a5d1a973c9f88fbca43d44bf17aa812fd076fa8f8f06f7f511c5f0cbc9e40d49,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,11,11,6,1.0,claude-code,claude-code 6/8,claude-code,1547819,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428,1.0427,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,337.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,8583797b7428
instance_protonmail__webclients-01ea5214d11e0df8b7170d91bafd34f23cb0f2b1,1fb8d9e39229f99c83d8c88b717cf9f0bd2a39a1d89905cded7b5fe75290e8d1,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,11,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,740112,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.3805,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,407.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-0200ce0fc1d4dbd35178c10d440a284c82ecc858,73f20aac7e8667641d1acc886d643c7e1c9221cc57a7dddf90ee653478962234,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,6,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,3140448,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,d56aee28d8c7,1.1295,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,892.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,d56aee28d8c7
instance_protonmail__webclients-08bb09914d0d37b0cd6376d4cab5b77728a43e7b,c4ccea374ad8df875f41f16cb9c493b6d79a3f09aaf131a94e05484ea90c2c88,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code,claude-code 2/3,claude-code,435256,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.4488,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,328.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413,56c25df1491ff9bb40ce3b8bfb72859158dd2c5804c1747ade2fc4490c07f1e4,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,4,1,1.0,claude-code,claude-code 1/3,claude-code,1586294,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1.2293,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,517.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-0d0267c4438cf378bda90bc85eed3a3615871ac4,20c290bc874c6e171db9f262b64269b69607984532c6fd455b4dd8b68e593628,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1278681,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.6217,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,310.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-0ec14e36ceb01ba45602a563e12352af8171ed39,5fd9188f1e46d9df5899a5dd08cfc0f4c215dc1e53dc8c5c2b823e53658e0dab,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,602126,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8,0.3854,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,361,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,60b4b2de5be8
instance_protonmail__webclients-1501eb765873b2884b6f1944fd242ecfc9d6b103,ddc9b313252eec8ba2ac69d2bad5f355cdd32ec9bdcdf8d2fdf556bb761d3198,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,7,5,1.0,claude-code; mini-swe-agent-pypi,claude-code 4/5; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1008299,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,0.5068,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,403.1,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_protonmail__webclients-1917e37f5d9941a3459ce4b0177e201e2d94a622,058d9d5475c5eaca5d4f5dbb31d6c2a1299a6ee3b8afb932092acadb5cc25197,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1060230,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.8253,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,837.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-281a6b3f190f323ec2c0630999354fafb84b2880,31c0bbb5a3a6a8d76457938633c487ce9942d9f7ffa47700520995511be946cc,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,8,1,1.0,claude-code,claude-code 1/6,claude-code,6661935,claude-code,claude-code | glm-5.2 | e2b | python,399624f9cd96,7.7739,claude-code,claude-code | glm-5.2 | e2b | python,399624f9cd96,1575.6,claude-code,claude-code | glm-5.2 | e2b | python,399624f9cd96
instance_protonmail__webclients-2c3559cad02d1090985dba7e8eb5a129144d9811,acf23cd4be50ddacfb9391871dbfde5d8750a094bfd73c82de2ea058bec87cc9,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,10,8,6,1.0,claude-code; mini-swe-agent-pypi,claude-code 5/6; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1185314,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.377,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,495.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-2dce79ea4451ad88d6bfe94da22e7f2f988efa60,7c50c3e6f3903336a2575c6f2e1fc1f842d228a3c1dace78ba82fa6380b1c6de,claude-code; mini-swe-agent; mini-swe-agent-pypi,7,5,1,1.0,claude-code,claude-code 1/4,claude-code,3613770,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.9185,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,933.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-2f2f6c311c6128fe86976950d3c0c2db07b03921,5a540beaabbda7a6067e700927405aaabe761129533906a7c28981fe7ae98cef,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,1,1.0,claude-code,claude-code 1/4,claude-code,6605015,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,6.5298,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1279.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-2f66db85455f4b22a47ffd853738f679b439593c,cdb7cc60fff762b7ff63164416a16049997de0b6ea4d8883bfec8fdb88260cdc,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1185314,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.2289,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,495.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-32ff10999a06455cb2147f6873d627456924ae13,eaa27df67b9b9855addee41069a3a2dfd051e271622159d49763176c7e068839,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code,claude-code 2/3,claude-code,435256,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.4488,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,328.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-369fd37de29c14c690cb3b1c09a949189734026f,b5143da5db71fc1c0fc9f41c35a8327dfc1d09136a8179f5cf0da425ec2d67c0,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,8,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/7; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,449329,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.4547,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,359.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-3a6790f480309130b5d6332dce6c9d5ccca13ee3,818c8a1083a514f9600839c720f002b11ffb4fbf3c8cd6b9814ab1636d9320ec,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1100007,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.5832,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,314,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe,f8e64c401bc0de07f547331c7fc70cad4d9ced48fe8967cb446090c17c9f602a,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,2083687,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,2.3357,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,581.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-428cd033fede5fd6ae9dbc7ab634e010b10e4209,8a76d598bee591f644bc1014ff7e909c341b50adb933f0c8758bbc3835b07592,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,889741,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1738,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,749.4,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_protonmail__webclients-4817fe14e1356789c90165c2a53f6a043c2c5f83,fb47deb08e281b11c33e46a0161c3144d9168bf964cf0569ab81ba1c8194a8ed,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,1,1.0,claude-code,claude-code 1/3,claude-code,5967358,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,5.1217,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1060.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-4feccbc9990980aee26ea29035f8f931d6089895,3b95cd7d927eb44758c68a53e1fd492e92c975d624b544a14867099cb6c99d42,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code,claude-code 2/3,claude-code,698760,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.0394,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,348.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-51742625834d3bd0d10fe0c7e76b8739a59c6b9f,9438a195abf73367bc322d6b5ac8ee93e33c9581baf096848a5724e97378d581,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code,claude-code 2/3,claude-code,1144347,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.8691,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,300.5,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-5d2576632037d655c3b6a28e98cd157f7e9a5ce1,b3486f97277ae5026e1fe9d0cbf9abb406dcfdb5d5c7398518cc80a2209deae5,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code,claude-code 2/3,claude-code,1906275,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.5704,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,493.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-5e815cfa518b223a088fa9bb232a5fc90ab15691,9f36689f6a174b66a11314360f1fa31455f4500d9de311abe3773647dd68b2b5,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2757426,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.4704,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,939.8,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77,dcd0466f25aea1d66be364a82170d01eb78f4ea2e21ce83fc82b31e8898145f2,claude-code; mini-swe-agent; mini-swe-agent-pypi; pi,10,4,1,1.0,claude-code,claude-code 1/3,claude-code,1441185,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.921,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,489.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-6dcf0d0b0f7965ad94be3f84971afeb437f25b02,c12e6773294ba11a6a52441845ecad9f865248cca2788c6a5ee0b4dae4986d15,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,3,1.0,claude-code,claude-code 3/4,claude-code,2506536,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.7624,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e,705.4,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,d17f2121f74e
instance_protonmail__webclients-6e165e106d258a442ae849cdf08260329cb92d39,cdf9d6e6805b600ef767ffba1cbb4e8c83664b2b20d1dea750aae3975da7c672,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,1,1.0,claude-code,claude-code 1/3,claude-code,2514521,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.9398,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,485.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-6e1873b06df6529a469599aa1d69d3b18f7d9d37,a6c11897f89adb4826b28bd6570aaaf01cc8364f47b03142cf47def5df725131,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code,claude-code 2/3,claude-code,3942575,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,4.7035,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,1358.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-6f8916fbadf1d1f4a26640f53b5cf7f55e8bedb7,143146a3c9f66a982b88faceca44c0cf4181c00702fd146501704168b013ea06,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,5,2,1.0,claude-code,claude-code 2/4,claude-code,698760,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,25b3305f157b,0.9095,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,348.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,25b3305f157b
instance_protonmail__webclients-708ed4a299711f0fa79a907cc5847cfd39c0fc71,f78e1224b34a5c5fdc573e02c6d608ea0b8866997dc80e37090b18ac3db69e9d,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,734236,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.9095,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,381.7,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-715dbd4e6999499cd2a576a532d8214f75189116,0a121fa7c93dea198c43a807f814ea530fe7ad4c66ab8371aab89259abe0b177,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1787237,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.7245,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,941.1,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-7b833df125859e5eb98a826e5b83efe0f93a347b,89c72beb5fb03b416536953e60901b4843167daea5bcf13d6cc111e4e3350d0e,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,4,2,1.0,claude-code,claude-code 2/3,claude-code,1734319,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.6337,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,259.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-7e54526774e577c0ebb58ced7ba8bef349a69fec,85bb810f6719801cbc600f32428489d3ee4697c7e43a2006d19abf9486e0dacc,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1734319,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.611,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,259.3,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-8142704f447df6e108d53cab25451c8a94976b92,22089c518b74ff2684d83f7092fb1d428a44caf168ac4df558728330e1040a0d,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,2878092,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.5234,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1060.8,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-815695401137dac2975400fc610149a16db8214b,159d2d8d050879520f6cd862f88f16f9e04f4701a42bfa11c9f8c0b5cd65c54c,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,1,1.0,claude-code,claude-code 1/3,claude-code,762745,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.595,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,467.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8,e2a5dc131f58078446f25715106c1ccd8196bd91646cb8c5327ed4dbdd2e4f94,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,6,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/4; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1729722,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.3073,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1225.7,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447
instance_protonmail__webclients-8afd9ce04c8dde9e150e1c2b50d32e7ee2efa3e7,6e9ba2e5162e9df19bfcd6db6a2c399f0e8efbe90739547380d7dc5fd6033a66,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,4,4,1.0,claude-code; mini-swe-agent-pypi,claude-code 3/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,874905,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,0.1471,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,335,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c,99624bd21a60d89303291aed9b6652c73bdb06ecde34bc4a836508a36aeaf5ca,claude-code; mini-swe-agent; mini-swe-agent-pypi,8,7,2,1.0,claude-code,claude-code 2/6,claude-code,1555516,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,701591327d1b,1.5251,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,701591327d1b,461.9,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,701591327d1b
instance_protonmail__webclients-944adbfe06644be0789f59b78395bdd8567d8547,475d1f6eb26cafb5a9c60e36cbb5ff556d13991baa5c8cd63c7e23a94d3ecb1e,claude-code; mini-swe-agent; mini-swe-agent-pypi,6,3,0,0.0,,,,,,,,,,,,,,,
instance_protonmail__webclients-a6e6f617026794e7b505d649d2a7a9cdf17658c8,70975b320a0bc7c33679537712c81586e22f3000ccbc69a22233a7070c4500a8,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,3,1.0,claude-code; mini-swe-agent-pypi,claude-code 2/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,449329,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6,0.1088,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,359.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,a79a271e31b6
instance_protonmail__webclients-ac23d1efa1a6ab7e62724779317ba44c28d78cfd,a17aaf5efccacd692ace73a8a1d78cdfdd0f67df7297a41f646b7a27e661b4fd,claude-code; mini-swe-agent; mini-swe-agent-pypi,9,9,3,1.0,claude-code,claude-code 3/7,claude-code,2506536,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,1.0933,claude-code,claude-code | glm-5.2 | e2b | python,399624f9cd96,717.4,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-ac23d1efa1a6ab7e62724779317ba44c28d78cfd,6c69ac669411bddce11f8ae4a300349791f29ab725be0c46eabe160a51e2076e,subconscious-code,1,0,0,0.0,,,,,,,,,,,,,,,
instance_protonmail__webclients-ae36cb23a1682dcfd69587c1b311ae0227e28f39,a35968cfb33b62e81a584355bdf7efd2e84dda14900947eba2a12e68fe636593,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,4,2,1.0,claude-code; mini-swe-agent-pypi,claude-code 1/3; mini-swe-agent-pypi 1/1,claude-code; mini-swe-agent-pypi,1657400,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,0.502,mini-swe-agent-pypi,mini-swe-agent-pypi | nex-agi/Nex-N2-Pro | local | python,91d939412447,1122.2,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
instance_protonmail__webclients-b387b24147e4b5ec3b482b8719ea72bee001462a,9abac856bc5bf23a2dcee3f4c1c6b65341d92433f442653844beebdf34aac544,claude-code; mini-swe-agent; mini-swe-agent-pypi,5,5,2,1.0,claude-code,claude-code 2/3,claude-code,2189065,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,2.4605,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828,756.6,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,eed41370c828
